pwm値	ロリコン出力値	速度	20区間速度平均	20区間速度平均％表示		
43120	3809	2	2.900497512	79.104 		
43140	3811	3	2.910447761	79.376 		
43160	3814	4	2.905472637	79.240 		
43180	3818	3	2.895522388	78.969 		
43200	3821	4	2.895522388	78.969 		
43220	3825	3	2.895522388	78.969 		
43240	3828	4	2.890547264	78.833 		
43260	3832	2	2.875621891	78.426 		
43280	3834	4	2.875621891	78.426 		
43300	3838	2	2.875621891	78.426 		
43320	3840	2	2.885572139	78.697 		
43340	3842	3	2.885572139	78.697 		
43360	3845	4	2.875621891	78.426 		
43380	3849	2	2.875621891	78.426 		
43400	3851	3	2.885572139	78.697 		
43420	3854	2	2.885572139	78.697 		
43440	3856	3	2.885572139	78.697 		
43460	3859	4	2.890547264	78.833 		
43480	3863	2	2.890547264	78.833 		
43500	3865	4	2.890547264	78.833 		
43520	3869	4	2.885572139	78.697 		
43540	3873	2	2.885572139	78.697 		
43560	3875	3	2.895522388	78.969 		
43580	3878	4	2.890547264	78.833 		
43600	3882	2	2.875621891	78.426 		
43620	3884	3	2.880597015	78.562 		
43640	3887	4	2.875621891	78.426 		
43660	3891	2	2.865671642	78.155 		
43680	3893	3	2.870646766	78.290 		
43700	3896	4	2.875621891	78.426 		
43720	3900	2	2.865671642	78.155 		
43740	3902	3	2.870646766	78.290 		
43760	3905	4	2.875621891	78.426 		
43780	3909	2	2.865671642	78.155 		
43800	3911	4	2.865671642	78.155 		
43820	3915	2	2.860696517	78.019 		
43840	3917	2	2.865671642	78.155 		
43860	3919	2	2.875621891	78.426 		
43880	3921	1	2.875621891	78.426 		
43900	3922	4	2.890547264	78.833 		
43920	3926	2	2.885572139	78.697 		
43940	3928	1	2.895522388	78.969 		
43960	3929	4	2.900497512	79.104 		
43980	3933	3	2.890547264	78.833 		
44000	3936	4	2.895522388	78.969 		
44020	3940	2	2.880597015	78.562 		
44040	3942	3	2.895522388	78.969 		
44060	3945	2	2.895522388	78.969 		
44080	3947	2	2.905472637	79.240 		
44100	3949	4	2.905472637	79.240 		
44120	3953	3	2.890547264	78.833 		
44140	3956	2	2.895522388	78.969 		
44160	3958	2	2.905472637	79.240 		
44180	3960	3	2.915422886	79.512 		
44200	3963	4	2.910447761	79.376 		
44220	3967	2	2.900497512	79.104 		
44240	3969	2	2.905472637	79.240 		
44260	3971	4	2.915422886	79.512 		
44280	3975	4	2.905472637	79.240 		
44300	3979	2	2.905472637	79.240 		
44320	3981	3	2.915422886	79.512 		
44340	3984	4	2.92039801	79.647 		
44360	3988	2	2.92039801	79.647 		
44380	3990	2	2.92039801	79.647 		
44400	3992	3	2.925373134	79.783 		
44420	3995	2	2.930348259	79.919 		
44440	3997	2	2.940298507	80.190 		
44460	3999	4	2.940298507	80.190 		
44480	4003	2	2.930348259	79.919 		
44500	4005	2	2.940298507	80.190 		
44520	4007	3	2.945273632	80.326 		
44540	4010	3	2.950248756	80.461 		
44560	4013	2	2.945273632	80.326 		
44580	4015	2	2.950248756	80.461 		
44600	4017	4	2.960199005	80.733 		
44620	4021	3	2.950248756	80.461 		
44640	4024	4	2.945273632	80.326 		
44660	4028	4	2.940298507	80.190 		
44680	4032	2	2.940298507	80.190 		
44700	4034	4	2.950248756	80.461 		
44720	4038	2	2.940298507	80.190 		
44740	4040	4	2.945273632	80.326 		
44760	4044	2	2.945273632	80.326 		
44780	4046	1	2.945273632	80.326 		
44800	4047	4	2.950248756	80.461 		
44820	4051	2	2.940298507	80.190 		
44840	4053	1	2.940298507	80.190 		
44860	4054	1	2.950248756	80.461 		
44880	4055	3	2.965174129	80.868 		
44900	4058	4	2.960199005	80.733 		
44920	4062	4	2.960199005	80.733 		
44940	4066	2	2.965174129	80.868 		
44960	4068	4	2.970149254	81.004 		
44980	4072	4	2.970149254	81.004 		
45000	4076	4	2.960199005	80.733 		
45020	4080	4	2.955223881	80.597 		
45040	4084	4	2.945273632	80.326 		
45060	4088	2	2.945273632	80.326 		
45080	4090	3	2.955223881	80.597 		
45100	4093	2	2.950248756	80.461 		
45120	4095	2	2.955223881	80.597 		
45140	4097	3	2.965174129	80.868 		
45160	4100	2	2.970149254	81.004 		
45180	4102	2	2.970149254	81.004 		
45200	4104	3	2.970149254	81.004 		
45220	4107	4	2.975124378	81.140 		
45240	4111	2	2.975124378	81.140 		
45260	4113	4	2.985074627	81.411 		
45280	4117	4	2.975124378	81.140 		
45300	4121	2	2.970149254	81.004 		
45320	4123	3	2.980099502	81.275 		
45340	4126	4	2.975124378	81.140 		
45360	4130	2	2.970149254	81.004 		
45380	4132	3	2.980099502	81.275 		
45400	4135	4	2.985074627	81.411 		
45420	4139	2	2.975124378	81.140 		
45440	4141	3	2.975124378	81.140 		
45460	4144	2	2.975124378	81.140 		
45480	4146	2	2.985074627	81.411 		
45500	4148	2	2.995024876	81.682 		
45520	4150	2	2.995024876	81.682 		
45540	4152	3	2.995024876	81.682 		
45560	4155	4	2.990049751	81.547 		
45580	4159	2	2.985074627	81.411 		
45600	4161	3	2.990049751	81.547 		
45620	4164	4	2.995024876	81.682 		
45640	4168	4	2.985074627	81.411 		
45660	4172	2	2.980099502	81.275 		
45680	4174	3	2.990049751	81.547 		
45700	4177	4	2.990049751	81.547 		
45720	4181	2	2.990049751	81.547 		
45740	4183	4	3	81.818 		
45760	4187	2	2.990049751	81.547 		
45780	4189	2	2.985074627	81.411 		
45800	4191	2	2.990049751	81.547 		
45820	4193	3	2.990049751	81.547 		
45840	4196	4	2.990049751	81.547 		
45860	4200	2	2.990049751	81.547 		
45880	4202	2	3	81.818 		
45900	4204	3	3	81.818 		
45920	4207	4	3	81.818 		
45940	4211	2	2.990049751	81.547 		
45960	4213	1	2.985074627	81.411 		
45980	4214	4	3.004975124	81.954 		
46000	4218	2	3.004975124	81.954 		
46020	4220	3	3.004975124	81.954 		
46040	4223	4	3	81.818 		
46060	4227	2	2.995024876	81.682 		
46080	4229	3	3	81.818 		
46100	4232	4	3.004975124	81.954 		
46120	4236	2	3.004975124	81.954 		
46140	4238	3	3.014925373	82.225 		
46160	4241	4	3.019900498	82.361 		
46180	4245	2	3.009950249	82.090 		
46200	4247	3	3.019900498	82.361 		
46220	4250	4	3.019900498	82.361 		
46240	4254	2	3.019900498	82.361 		
46260	4256	2	3.019900498	82.361 		
46280	4258	3	3.019900498	82.361 		
46300	4261	2	3.019900498	82.361 		
46320	4263	2	3.029850746	82.632 		
46340	4265	3	3.039800995	82.904 		
46360	4268	1	3.034825871	82.768 		
46380	4269	3	3.039800995	82.904 		
46400	4272	4	3.044776119	83.039 		
46420	4276	4	3.044776119	83.039 		
46440	4280	2	3.044776119	83.039 		
46460	4282	3	3.054726368	83.311 		
46480	4285	4	3.049751244	83.175 		
46500	4289	2	3.039800995	82.904 		
46520	4291	3	3.034825871	82.768 		
46540	4294	5	3.039800995	82.904 		
46560	4299	4	3.039800995	82.904 		
46580	4303	4	3.029850746	82.632 		
46600	4307	2	3.019900498	82.361 		
46620	4309	3	3.014925373	82.225 		
46640	4312	4	3.014925373	82.225 		
46660	4316	2	3.014925373	82.225 		
46680	4318	2	3.014925373	82.225 		
46700	4320	3	3.024875622	82.497 		
46720	4323	4	3.029850746	82.632 		
46740	4327	2	3.024875622	82.497 		
46760	4329	3	3.029850746	82.632 		
46780	4332	4	3.034825871	82.768 		
46800	4336	4	3.024875622	82.497 		
46820	4340	2	3.024875622	82.497 		
46840	4342	4	3.029850746	82.632 		
46860	4346	3	3.019900498	82.361 		
46880	4349	4	3.024875622	82.497 		
46900	4353	2	3.014925373	82.225 		
46920	4355	3	3.014925373	82.225 		
46940	4358	4	3.014925373	82.225 		
46960	4362	2	3.014925373	82.225 		
46980	4364	4	3.014925373	82.225 		
47000	4368	4	3.004975124	81.954 		
47020	4372	2	3	81.818 		
47040	4374	3	3.009950249	82.090 		
47060	4377	4	3.014925373	82.225 		
47080	4381	4	3.004975124	81.954 		
47100	4385	3	2.995024876	81.682 		
47120	4388	4	2.990049751	81.547 		
47140	4392	4	2.990049751	81.547 		
47160	4396	2	2.990049751	81.547 		
47180	4398	2	2.990049751	81.547 		
47200	4400	3	2.990049751	81.547 		
47220	4403	4	2.990049751	81.547 		
47240	4407	2	2.990049751	81.547 		
47260	4409	1	3	81.818 		
47280	4410	2	3	81.818 		
47300	4412	4	3.009950249	82.090 		
47320	4416	4	3.009950249	82.090 		
47340	4420	2	3.009950249	82.090 		
47360	4422	1	3.019900498	82.361 		
47380	4423	4	3.024875622	82.497 		
47400	4427	4	3.014925373	82.225 		
47420	4431	3	3.009950249	82.090 		
47440	4434	2	3.004975124	81.954 		
47460	4436	4	3.004975124	81.954 		
47480	4440	4	3.004975124	81.954 		
47500	4444	2	3.004975124	81.954 		
47520	4446	3	3.014925373	82.225 		
47540	4449	4	3.009950249	82.090 		
47560	4453	4	3.009950249	82.090 		
47580	4457	2	3	81.818 		
47600	4459	1	3.009950249	82.090 		
47620	4460	3	3.024875622	82.497 		
47640	4463	2	3.029850746	82.632 		
47660	4465	2	3.029850746	82.632 		
47680	4467	3	3.034825871	82.768 		
47700	4470	4	3.039800995	82.904 		
47720	4474	2	3.039800995	82.904 		
47740	4476	3	3.049751244	83.175 		
47760	4479	4	3.054726368	83.311 		
47780	4483	2	3.044776119	83.039 		
47800	4485	2	3.044776119	83.039 		
47820	4487	3	3.049751244	83.175 		
47840	4490	3	3.054726368	83.311 		
47860	4493	4	3.059701493	83.446 		
47880	4497	2	3.049751244	83.175 		
47900	4499	4	3.054726368	83.311 		
47920	4503	3	3.054726368	83.311 		
47940	4506	4	3.049751244	83.175 		
47960	4510	2	3.039800995	82.904 		
47980	4512	2	3.044776119	83.039 		
48000	4514	4	3.054726368	83.311 		
48020	4518	1	3.044776119	83.039 		
48040	4519	5	3.049751244	83.175 		
48060	4524	3	3.044776119	83.039 		
48080	4527	4	3.049751244	83.175 		
48100	4531	2	3.044776119	83.039 		
48120	4533	1	3.054726368	83.311 		
48140	4534	4	3.069651741	83.718 		
48160	4538	4	3.069651741	83.718 		
48180	4542	4	3.069651741	83.718 		
48200	4546	2	3.059701493	83.446 		
48220	4548	2	3.069651741	83.718 		
48240	4550	3	3.069651741	83.718 		
48260	4553	4	3.064676617	83.582 		
48280	4557	2	3.059701493	83.446 		
48300	4559	4	3.059701493	83.446 		
48320	4563	4	3.044776119	83.039 		
48340	4567	4	3.034825871	82.768 		
48360	4571	4	3.024875622	82.497 		
48380	4575	2	3.014925373	82.225 		
48400	4577	3	3.014925373	82.225 		
48420	4580	4	3.014925373	82.225 		
48440	4584	4	3.014925373	82.225 		
48460	4588	2	3.014925373	82.225 		
48480	4590	2	3.009950249	82.090 		
48500	4592	4	3.009950249	82.090 		
48520	4596	3	3	81.818 		
48540	4599	4	2.995024876	81.682 		
48560	4603	2	2.990049751	81.547 		
48580	4605	3	2.995024876	81.682 		
48600	4608	4	3	81.818 		
48620	4612	2	2.990049751	81.547 		
48640	4614	2	2.990049751	81.547 		
48660	4616	3	2.990049751	81.547 		
48680	4619	4	2.985074627	81.411 		
48700	4623	4	2.980099502	81.275 		
48720	4627	2	2.980099502	81.275 		
48740	4629	3	2.990049751	81.547 		
48760	4632	4	2.985074627	81.411 		
48780	4636	2	2.975124378	81.140 		
48800	4638	2	2.985074627	81.411 		
48820	4640	2	2.990049751	81.547 		
48840	4642	2	3	81.818 		
48860	4644	3	3	81.818 		
48880	4647	4	2.995024876	81.682 		
48900	4651	2	2.990049751	81.547 		
48920	4653	4	2.990049751	81.547 		
48940	4657	5	2.980099502	81.275 		
48960	4662	3	2.965174129	80.868 		
48980	4665	4	2.965174129	80.868 		
49000	4669	2	2.960199005	80.733 		
49020	4671	3	2.970149254	81.004 		
49040	4674	2	2.975124378	81.140 		
49060	4676	4	2.970149254	81.004 		
49080	4680	4	2.975124378	81.140 		
49100	4684	2	2.965174129	80.868 		
49120	4686	3	2.965174129	80.868 		
49140	4689	4	2.965174129	80.868 		
49160	4693	4	2.960199005	80.733 		
49180	4697	2	2.950248756	80.461 		
49200	4699	2	2.955223881	80.597 		
49220	4701	4	2.960199005	80.733 		
49240	4705	4	2.955223881	80.597 		
49260	4709	4	2.955223881	80.597 		
49280	4713	2	2.945273632	80.326 		
49300	4715	3	2.945273632	80.326 		
49320	4718	4	2.940298507	80.190 		
49340	4722	2	2.930348259	79.919 		
49360	4724	3	2.935323383	80.054 		
49380	4727	4	2.945273632	80.326 		
49400	4731	4	2.940298507	80.190 		
49420	4735	2	2.940298507	80.190 		
49440	4737	2	2.940298507	80.190 		
49460	4739	3	2.940298507	80.190 		
49480	4742	4	2.935323383	80.054 		
49500	4746	4	2.92039801	79.647 		
49520	4750	2	2.92039801	79.647 		
49540	4752	2	2.92039801	79.647 		
49560	4754	2	2.92039801	79.647 		
49580	4756	3	2.925373134	79.783 		
49600	4759	3	2.930348259	79.919 		
49620	4762	4	2.935323383	80.054 		
49640	4766	2	2.925373134	79.783 		
49660	4768	3	2.925373134	79.783 		
49680	4771	4	2.92039801	79.647 		
49700	4775	3	2.92039801	79.647 		
49720	4778	4	2.92039801	79.647 		
49740	4782	4	2.92039801	79.647 		
49760	4786	2	2.92039801	79.647 		
49780	4788	1	2.92039801	79.647 		
49800	4789	3	2.92039801	79.647 		
49820	4792	2	2.925373134	79.783 		
49840	4794	3	2.930348259	79.919 		
49860	4797	4	2.935323383	80.054 		
49880	4801	4	2.935323383	80.054 		
49900	4805	2	2.925373134	79.783 		
49920	4807	3	2.925373134	79.783 		
49940	4810	2	2.915422886	79.512 		
49960	4812	1	2.915422886	79.512 		
49980	4813	5	2.92039801	79.647 		
50000	4818	4	2.905472637	79.240 		
50020	4822	2	2.905472637	79.240 		
50040	4824	2	2.910447761	79.376 		
50060	4826	3	2.910447761	79.376 		
50080	4829	3	2.915422886	79.512 		
50100	4832	4	2.915422886	79.512 		
50120	4836	4	2.92039801	79.647 		
50140	4840	4	2.910447761	79.376 		
50160	4844	4	2.900497512	79.104 		
50180	4848	2	2.895522388	78.969 		
50200	4850	4	2.905472637	79.240 		
50220	4854	3	2.905472637	79.240 		
50240	4857	4	2.910447761	79.376 		
50260	4861	2	2.900497512	79.104 		
50280	4863	2	2.900497512	79.104 		
50300	4865	3	2.905472637	79.240 		
50320	4868	4	2.905472637	79.240 		
50340	4872	4	2.905472637	79.240 		
50360	4876	2	2.895522388	78.969 		
50380	4878	2	2.895522388	78.969 		
50400	4880	4	2.900497512	79.104 		
50420	4884	4	2.895522388	78.969 		
50440	4888	4	2.895522388	78.969 		
50460	4892	4	2.885572139	78.697 		
50480	4896	2	2.875621891	78.426 		
50500	4898	2	2.880597015	78.562 		
50520	4900	1	2.890547264	78.833 		
50540	4901	4	2.895522388	78.969 		
50560	4905	5	2.885572139	78.697 		
50580	4910	2	2.870646766	78.290 		
50600	4912	2	2.880597015	78.562 		
50620	4914	1	2.885572139	78.697 		
50640	4915	3	2.900497512	79.104 		
50660	4918	4	2.905472637	79.240 		
50680	4922	2	2.905472637	79.240 		
50700	4924	4	2.92039801	79.647 		
50720	4928	4	2.92039801	79.647 		
50740	4932	3	2.92039801	79.647 		
50760	4935	3	2.915422886	79.512 		
50780	4938	4	2.910447761	79.376 		
50800	4942	2	2.905472637	79.240 		
50820	4944	4	2.910447761	79.376 		
50840	4948	3	2.910447761	79.376 		
50860	4951	2	2.915422886	79.512 		
50880	4953	4	2.925373134	79.783 		
50900	4957	2	2.915422886	79.512 		
50920	4959	2	2.915422886	79.512 		
50940	4961	3	2.915422886	79.512 		
50960	4964	4	2.910447761	79.376 		
50980	4968	2	2.910447761	79.376 		
51000	4970	2	2.92039801	79.647 		
51020	4972	3	2.930348259	79.919 		
51040	4975	4	2.930348259	79.919 		
51060	4979	4	2.930348259	79.919 		
51080	4983	2	2.92039801	79.647 		
51100	4985	2	2.930348259	79.919 		
51120	4987	2	2.930348259	79.919 		
51140	4989	4	2.930348259	79.919 		
51160	4993	4	2.930348259	79.919 		
51180	4997	2	2.925373134	79.783 		
51200	4999	2	2.935323383	80.054 		
51220	5001	3	2.945273632	80.326 		
51240	5004	4	2.950248756	80.461 		
51260	5008	4	2.940298507	80.190 		
51280	5012	1	2.930348259	79.919 		
51300	5013	4	2.935323383	80.054 		
51320	5017	4	2.935323383	80.054 		
51340	5021	4	2.930348259	79.919 		
51360	5025	4	2.930348259	79.919 		
51380	5029	2	2.930348259	79.919 		
51400	5031	2	2.930348259	79.919 		
51420	5033	3	2.930348259	79.919 		
51440	5036	2	2.925373134	79.783 		
51460	5038	2	2.935323383	80.054 		
51480	5040	4	2.940298507	80.190 		
51500	5044	4	2.940298507	80.190 		
51520	5048	4	2.940298507	80.190 		
51540	5052	2	2.940298507	80.190 		
51560	5054	4	2.945273632	80.326 		
51580	5058	2	2.945273632	80.326 		
51600	5060	4	2.955223881	80.597 		
51620	5064	4	2.955223881	80.597 		
51640	5068	4	2.955223881	80.597 		
51660	5072	2	2.945273632	80.326 		
51680	5074	3	2.940298507	80.190 		
51700	5077	4	2.945273632	80.326 		
51720	5081	4	2.950248756	80.461 		
51740	5085	4	2.940298507	80.190 		
51760	5089	4	2.930348259	79.919 		
51780	5093	2	2.925373134	79.783 		
51800	5095	2	2.935323383	80.054 		
51820	5097	3	2.945273632	80.326 		
51840	5100	4	2.950248756	80.461 		
51860	5104	4	2.940298507	80.190 		
51880	5108	2	2.940298507	80.190 		
51900	5110	3	2.940298507	80.190 		
51920	5113	4	2.935323383	80.054 		
51940	5117	2	2.925373134	79.783 		
51960	5119	2	2.925373134	79.783 		
51980	5121	3	2.935323383	80.054 		
52000	5124	4	2.935323383	80.054 		
52020	5128	2	2.935323383	80.054 		
52040	5130	2	2.945273632	80.326 		
52060	5132	4	2.955223881	80.597 		
52080	5136	4	2.945273632	80.326 		
52100	5140	3	2.935323383	80.054 		
52120	5143	4	2.930348259	79.919 		
52140	5147	4	2.925373134	79.783 		
52160	5151	4	2.925373134	79.783 		
52180	5155	4	2.925373134	79.783 		
52200	5159	2	2.925373134	79.783 		
52220	5161	4	2.935323383	80.054 		
52240	5165	2	2.935323383	80.054 		
52260	5167	2	2.935323383	80.054 		
52280	5169	3	2.935323383	80.054 		
52300	5172	2	2.945273632	80.326 		
52320	5174	1	2.945273632	80.326 		
52340	5175	2	2.950248756	80.461 		
52360	5177	2	2.960199005	80.733 		
52380	5179	2	2.965174129	80.868 		
52400	5181	2	2.975124378	81.140 		
52420	5183	3	2.970149254	81.004 		
52440	5186	4	2.975124378	81.140 		
52460	5190	4	2.965174129	80.868 		
52480	5194	1	2.955223881	80.597 		
52500	5195	2	2.960199005	80.733 		
52520	5197	2	2.960199005	80.733 		
52540	5199	2	2.960199005	80.733 		
52560	5201	3	2.960199005	80.733 		
52580	5204	3	2.965174129	80.868 		
52600	5207	4	2.975124378	81.140 		
52620	5211	2	2.965174129	80.868 		
52640	5213	2	2.965174129	80.868 		
52660	5215	2	2.970149254	81.004 		
52680	5217	2	2.980099502	81.275 		
52700	5219	3	2.990049751	81.547 		
52720	5222	4	2.985074627	81.411 		
52740	5226	4	2.975124378	81.140 		
52760	5230	2	2.965174129	80.868 		
52780	5232	2	2.965174129	80.868 		
52800	5234	4	2.975124378	81.140 		
52820	5238	3	2.975124378	81.140 		
52840	5241	4	2.975124378	81.140 		
52860	5245	2	2.975124378	81.140 		
52880	5247	2	2.985074627	81.411 		
52900	5249	3	2.995024876	81.682 		
52920	5252	2	3	81.818 		
52940	5254	2	3	81.818 		
52960	5256	2	3	81.818 		
52980	5258	3	3.004975124	81.954 		
53000	5261	3	3.004975124	81.954 		
53020	5264	4	3	81.818 		
53040	5268	4	2.990049751	81.547 		
53060	5272	1	2.980099502	81.275 		
53080	5273	5	2.990049751	81.547 		
53100	5278	2	2.985074627	81.411 		
53120	5280	2	2.995024876	81.682 		
53140	5282	3	3.004975124	81.954 		
53160	5285	3	3	81.818 		
53180	5288	2	2.995024876	81.682 		
53200	5290	3	3.004975124	81.954 		
53220	5293	3	3.009950249	82.090 		
53240	5296	3	3.014925373	82.225 		
53260	5299	4	3.009950249	82.090 		
53280	5303	2	3.009950249	82.090 		
53300	5305	2	3.014925373	82.225 		
53320	5307	2	3.029850746	82.632 		
53340	5309	2	3.029850746	82.632 		
53360	5311	3	3.039800995	82.904 		
53380	5314	5	3.039800995	82.904 		
53400	5319	3	3.034825871	82.768 		
53420	5322	4	3.039800995	82.904 		
53440	5326	2	3.034825871	82.768 		
53460	5328	2	3.044776119	83.039 		
53480	5330	2	3.054726368	83.311 		
53500	5332	1	3.064676617	83.582 		
53520	5333	4	3.07960199	83.989 		
53540	5337	2	3.069651741	83.718 		
53560	5339	2	3.069651741	83.718 		
53580	5341	3	3.069651741	83.718 		
53600	5344	4	3.064676617	83.582 		
53620	5348	4	3.054726368	83.311 		
53640	5352	2	3.044776119	83.039 		
53660	5354	2	3.049751244	83.175 		
53680	5356	2	3.059701493	83.446 		
53700	5358	4	3.069651741	83.718 		
53720	5362	3	3.069651741	83.718 		
53740	5365	4	3.064676617	83.582 		
53760	5369	4	3.054726368	83.311 		
53780	5373	2	3.044776119	83.039 		
53800	5375	1	3.044776119	83.039 		
53820	5376	4	3.049751244	83.175 		
53840	5380	3	3.039800995	82.904 		
53860	5383	4	3.044776119	83.039 		
53880	5387	4	3.044776119	83.039 		
53900	5391	2	3.044776119	83.039 		
53920	5393	2	3.054726368	83.311 		
53940	5395	1	3.064676617	83.582 		
53960	5396	2	3.07960199	83.989 		
53980	5398	2	3.089552239	84.261 		
54000	5400	2	3.089552239	84.261 		
54020	5402	4	3.084577114	84.125 		
54040	5406	3	3.074626866	83.853 		
54060	5409	2	3.07960199	83.989 		
54080	5411	4	3.07960199	83.989 		
54100	5415	3	3.069651741	83.718 		
54120	5418	5	3.059701493	83.446 		
54140	5423	2	3.054726368	83.311 		
54160	5425	2	3.059701493	83.446 		
54180	5427	3	3.064676617	83.582 		
54200	5430	4	3.069651741	83.718 		
54220	5434	4	3.064676617	83.582 		
54240	5438	4	3.064676617	83.582 		
54260	5442	2	3.064676617	83.582 		
54280	5444	2	3.064676617	83.582 		
54300	5446	3	3.064676617	83.582 		
54320	5449	3	3.064676617	83.582 		
54340	5452	4	3.064676617	83.582 		
54360	5456	2	3.064676617	83.582 		
54380	5458	2	3.074626866	83.853 		
54400	5460	3	3.074626866	83.853 		
54420	5463	3	3.069651741	83.718 		
54440	5466	4	3.064676617	83.582 		
54460	5470	2	3.054726368	83.311 		
54480	5472	2	3.054726368	83.311 		
54500	5474	3	3.054726368	83.311 		
54520	5477	4	3.049751244	83.175 		
54540	5481	2	3.049751244	83.175 		
54560	5483	2	3.059701493	83.446 		
54580	5485	2	3.064676617	83.582 		
54600	5487	4	3.074626866	83.853 		
54620	5491	3	3.074626866	83.853 		
54640	5494	4	3.07960199	83.989 		
54660	5498	4	3.069651741	83.718 		
54680	5502	4	3.059701493	83.446 		
54700	5506	5	3.049751244	83.175 		
54720	5511	4	3.034825871	82.768 		
54740	5515	4	3.019900498	82.361 		
54760	5519	2	3.019900498	82.361 		
54780	5521	2	3.019900498	82.361 		
54800	5523	3	3.019900498	82.361 		
54820	5526	3	3.014925373	82.225 		
54840	5529	4	3.009950249	82.090 		
54860	5533	4	3.004975124	81.954 		
54880	5537	4	2.995024876	81.682 		
54900	5541	2	2.980099502	81.275 		
54920	5543	2	3	81.818 		
54940	5545	2	3.004975124	81.954 		
54960	5547	2	3.014925373	82.225 		
54980	5549	4	3.024875622	82.497 		
55000	5553	4	3.014925373	82.225 		
55020	5557	4	3.004975124	81.954 		
55040	5561	3	2.995024876	81.682 		
55060	5564	4	3.004975124	81.954 		
55080	5568	2	3.004975124	81.954 		
55100	5570	4	3.014925373	82.225 		
55120	5574	2	3.014925373	82.225 		
55140	5576	2	3.014925373	82.225 		
55160	5578	4	3.024875622	82.497 		
55180	5582	3	3.024875622	82.497 		
55200	5585	4	3.019900498	82.361 		
55220	5589	4	3.019900498	82.361 		
55240	5593	4	3.009950249	82.090 		
55260	5597	2	3	81.818 		
55280	5599	2	3	81.818 		
55300	5601	2	3	81.818 		
55320	5603	4	3.004975124	81.954 		
55340	5607	3	3.004975124	81.954 		
55360	5610	4	3.009950249	82.090 		
55380	5614	4	3.009950249	82.090 		
55400	5618	2	3.009950249	82.090 		
55420	5620	2	3.019900498	82.361 		
55440	5622	2	3.029850746	82.632 		
55460	5624	4	3.039800995	82.904 		
55480	5628	3	3.029850746	82.632 		
55500	5631	4	3.024875622	82.497 		
55520	5635	4	3.014925373	82.225 		
55540	5639	4	3.004975124	81.954 		
55560	5643	3	3	81.818 		
55580	5646	4	3	81.818 		
55600	5650	4	3	81.818 		
55620	5654	4	2.990049751	81.547 		
55640	5658	4	2.990049751	81.547 		
55660	5662	2	2.990049751	81.547 		
55680	5664	1	3	81.818 		
55700	5665	4	3.014925373	82.225 		
55720	5669	5	3.014925373	82.225 		
55740	5674	2	3	81.818 		
55760	5676	2	3	81.818 		
55780	5678	3	3.004975124	81.954 		
55800	5681	4	3.009950249	82.090 		
55820	5685	4	3.009950249	82.090 		
55840	5689	4	3.004975124	81.954 		
55860	5693	2	3.004975124	81.954 		
55880	5695	4	3.014925373	82.225 		
55900	5699	2	3.014925373	82.225 		
55920	5701	2	3.014925373	82.225 		
55940	5703	2	3.014925373	82.225 		
55960	5705	2	3.014925373	82.225 		
55980	5707	4	3.014925373	82.225 		
56000	5711	3	3.004975124	81.954 		
56020	5714	4	3	81.818 		
56040	5718	4	2.990049751	81.547 		
56060	5722	4	2.990049751	81.547 		
56080	5726	2	2.990049751	81.547 		
56100	5728	2	3	81.818 		
56120	5730	2	3.004975124	81.954 		
56140	5732	3	3.014925373	82.225 		
56160	5735	4	3.019900498	82.361 		
56180	5739	4	3.019900498	82.361 		
56200	5743	4	3.009950249	82.090 		
56220	5747	4	3	81.818 		
56240	5751	4	2.990049751	81.547 		
56260	5755	2	2.980099502	81.275 		
56280	5757	2	2.980099502	81.275 		
56300	5759	5	2.980099502	81.275 		
56320	5764	2	2.965174129	80.868 		
56340	5766	2	2.975124378	81.140 		
56360	5768	4	2.975124378	81.140 		
56380	5772	3	2.965174129	80.868 		
56400	5775	4	2.970149254	81.004 		
56420	5779	1	2.970149254	81.004 		
56440	5780	4	2.975124378	81.140 		
56460	5784	2	2.965174129	80.868 		
56480	5786	2	2.975124378	81.140 		
56500	5788	2	2.980099502	81.275 		
56520	5790	2	2.980099502	81.275 		
56540	5792	2	2.980099502	81.275 		
56560	5794	2	2.980099502	81.275 		
56580	5796	4	2.990049751	81.547 		
56600	5800	5	2.990049751	81.547 		
56620	5805	2	2.985074627	81.411 		
56640	5807	2	3	81.818 		
56660	5809	3	3	81.818 		
56680	5812	4	2.995024876	81.682 		
56700	5816	4	2.985074627	81.411 		
56720	5820	2	2.975124378	81.140 		
56740	5822	2	2.975124378	81.140 		
56760	5824	2	2.975124378	81.140 		
56780	5826	2	2.985074627	81.411 		
56800	5828	4	2.995024876	81.682 		
56820	5832	4	2.990049751	81.547 		
56840	5836	3	2.990049751	81.547 		
56860	5839	4	2.995024876	81.682 		
56880	5843	4	2.995024876	81.682 		
56900	5847	4	2.995024876	81.682 		
56920	5851	4	2.985074627	81.411 		
56940	5855	2	2.975124378	81.140 		
56960	5857	2	2.975124378	81.140 		
56980	5859	3	2.975124378	81.140 		
57000	5862	3	2.970149254	81.004 		
57020	5865	2	2.965174129	80.868 		
57040	5867	2	2.970149254	81.004 		
57060	5869	2	2.975124378	81.140 		
57080	5871	3	2.985074627	81.411 		
57100	5874	4	2.990049751	81.547 		
57120	5878	4	2.990049751	81.547 		
57140	5882	4	2.980099502	81.275 		
57160	5886	2	2.970149254	81.004 		
57180	5888	2	2.970149254	81.004 		
